QNP13745.1,GO:0005887
QNP13745.1,GO:0022409
QNP13745.1,GO:0050729
QNP13745.1,GO:0050766
QNP13745.1,GO:0070053
QNP13767.1,GO:0004867
QNP13767.1,GO:0005615
QNP13767.1,GO:0004867
QNP13704.1,GO:0004482
QNP13704.1,GO:0006370
QNP13646.1,GO:0003723
QNP13646.1,GO:0039503
QNP13646.1,GO:0003723
QNP13646.1,GO:0003726
QNP13630.1,GO:0016032
QNP13670.1,GO:0003677
QNP13670.1,GO:0003899
QNP13670.1,GO:0006351
QNP13678.1,GO:0005198
QNP13678.1,GO:0019028
QNP13691.1,GO:0003677
QNP13691.1,GO:0003916
QNP13691.1,GO:0006265
QNP13691.1,GO:0003677
QNP13691.1,GO:0003917
QNP13691.1,GO:0006265
QNP13691.1,GO:0003677
QNP13691.1,GO:0003917
QNP13691.1,GO:0006265
QNP13691.1,GO:0003677
QNP13691.1,GO:0003917
QNP13691.1,GO:0006265
QNP13691.1,GO:0003677
QNP13691.1,GO:0003917
QNP13691.1,GO:0006265
QNP13691.1,GO:0003677
QNP13691.1,GO:0003677
QNP13691.1,GO:0003917
QNP13691.1,GO:0006265
QNP13691.1,GO:0003677
QNP13691.1,GO:0003917
QNP13691.1,GO:0006265
QNP13691.1,GO:0003677
QNP13691.1,GO:0003917
QNP13691.1,GO:0006265
QNP13691.1,GO:0003677
QNP13691.1,GO:0003917
QNP13691.1,GO:0006265
QNP13691.1,GO:0003677
QNP13691.1,GO:0003917
QNP13691.1,GO:0006265
QNP13691.1,GO:0003677
QNP13691.1,GO:0003917
QNP13691.1,GO:0006265
QNP13681.1,GO:0004797
QNP13681.1,GO:0005524
QNP13681.1,GO:0004797
QNP13681.1,GO:0005524
QNP13681.1,GO:0004797
QNP13681.1,GO:0005524
QNP13681.1,GO:0004797
QNP13681.1,GO:0005524
QNP13735.1,GO:0003677
QNP13735.1,GO:0003899
QNP13735.1,GO:0019083
QNP13735.1,GO:0003677
QNP13735.1,GO:0003899
QNP13735.1,GO:0019083
QNP13665.1,GO:0004222
QNP13665.1,GO:0008270
QNP13665.1,GO:0019058
QNP13665.1,GO:0046872
QNP13665.1,GO:0004222
QNP13665.1,GO:0008270
QNP13665.1,GO:0019058
QNP13754.1,GO:0003910
QNP13754.1,GO:0005524
QNP13754.1,GO:0006281
QNP13754.1,GO:0006310
QNP13754.1,GO:0003677
QNP13754.1,GO:0003910
QNP13754.1,GO:0006281
QNP13754.1,GO:0006310
QNP13754.1,GO:0003909
QNP13754.1,GO:0003910
QNP13754.1,GO:0005524
QNP13754.1,GO:0006281
QNP13754.1,GO:0006310
QNP13754.1,GO:0003910
QNP13754.1,GO:0005524
QNP13754.1,GO:0006281
QNP13754.1,GO:0006310
QNP13754.1,GO:0071897
QNP13754.1,GO:0003910
QNP13754.1,GO:0006281
QNP13754.1,GO:0006310
QNP13754.1,GO:0003677
QNP13754.1,GO:0003910
QNP13754.1,GO:0006281
QNP13754.1,GO:0006310
QNP13754.1,GO:0003909
QNP13754.1,GO:0003677
QNP13754.1,GO:0003910
QNP13754.1,GO:0006281
QNP13754.1,GO:0006310
QNP13733.1,GO:0019031
QNP13733.1,GO:0019064
QNP13733.1,GO:0019031
QNP13733.1,GO:0019064
QNP13733.1,GO:0019031
QNP13733.1,GO:0019064
QNP13733.1,GO:0019031
QNP13733.1,GO:0019064
QNP13763.1,GO:0016020
QNP13763.1,GO:0019955
QNP13763.1,GO:0005515
QNP13763.1,GO:0005515
QNP13682.1,GO:0003746
QNP13682.1,GO:0004483
QNP13682.1,GO:0006370
QNP13682.1,GO:0031440
QNP13682.1,GO:0004483
QNP13682.1,GO:0006370
QNP13682.1,GO:0003746
QNP13682.1,GO:0004483
QNP13682.1,GO:0006370
QNP13682.1,GO:0031440
QNP13779.1,GO:0005515
QNP13779.1,GO:0005031
QNP13779.1,GO:0030683
QNP13779.1,GO:0033209
QNP13779.1,GO:0005515
QNP13779.1,GO:0005515
QNP13779.1,GO:0005515
QNP13779.1,GO:0005515
QNP13779.1,GO:0005515
QNP13779.1,GO:0005515
QNP13779.1,GO:0005515
QNP13757.1,GO:0004672
QNP13757.1,GO:0005524
QNP13757.1,GO:0006468
QNP13757.1,GO:0004672
QNP13757.1,GO:0006468
QNP13757.1,GO:0004672
QNP13757.1,GO:0005524
QNP13757.1,GO:0006468
QNP13757.1,GO:0004672
QNP13757.1,GO:0005524
QNP13757.1,GO:0006468
QNP13660.1,GO:0004748
QNP13660.1,GO:0005524
QNP13660.1,GO:0006260
QNP13660.1,GO:0006260
QNP13660.1,GO:0006260
QNP13660.1,GO:0006260
QNP13660.1,GO:0006260
QNP13660.1,GO:0006260
QNP13660.1,GO:0006260
QNP13660.1,GO:0006260
QNP13660.1,GO:0006260
QNP13623.1,GO:0003824
QNP13623.1,GO:0003824
QNP13623.1,GO:0003824
QNP13623.1,GO:0003824
