QNP13623.1,GO:0003824
QNP13623.1,GO:0003824
QNP13711.1,GO:0003677
QNP13711.1,GO:0003899
QNP13711.1,GO:0006351
QNP13711.1,GO:0003677
QNP13711.1,GO:0003899
QNP13711.1,GO:0006351
QNP13778.1,GO:0005515
QNP13778.1,GO:0005515
QNP13778.1,GO:0005515
QNP13778.1,GO:0005515
QNP13778.1,GO:0005515
QNP13778.1,GO:0005515
QNP13778.1,GO:0005515
QNP13778.1,GO:0005515
QNP13778.1,GO:0005515
QNP13778.1,GO:0005515
QNP13656.1,GO:0004362
QNP13656.1,GO:0097573
QNP13732.1,GO:0019031
QNP13732.1,GO:0019064
QNP13638.1,GO:0003824
QNP13638.1,GO:0003824
QNP13638.1,GO:0003824
QNP13638.1,GO:0003824
QNP13683.1,GO:0003677
QNP13683.1,GO:0003899
QNP13683.1,GO:0019083
QNP13683.1,GO:0003677
QNP13683.1,GO:0003899
QNP13683.1,GO:0019083
QNP13628.1,GO:0005515
QNP13628.1,GO:0005515
QNP13628.1,GO:0005515
QNP13628.1,GO:0005515
QNP13628.1,GO:0005515
QNP13628.1,GO:0005515
QNP13628.1,GO:0005515
QNP13628.1,GO:0005515
QNP13628.1,GO:0005515
QNP13628.1,GO:0005515
QNP13729.1,GO:0000287
QNP13729.1,GO:0000400
QNP13729.1,GO:0006281
QNP13729.1,GO:0006310
QNP13729.1,GO:0016788
QNP13689.1,GO:0003700
QNP13635.1,GO:0004672
QNP13635.1,GO:0005524
QNP13635.1,GO:0004672
QNP13635.1,GO:0005524
QNP13635.1,GO:0004672
QNP13635.1,GO:0005524
QNP13635.1,GO:0006468
QNP13635.1,GO:0004672
QNP13635.1,GO:0006468
QNP13627.1,GO:0000287
QNP13627.1,GO:0004170
QNP13627.1,GO:0006226
QNP13627.1,GO:0046081
QNP13627.1,GO:0000287
QNP13627.1,GO:0004170
QNP13627.1,GO:0006226
QNP13627.1,GO:0046081
QNP13751.1,GO:0006801
QNP13751.1,GO:0046872
QNP13751.1,GO:0006801
QNP13751.1,GO:0046872
QNP13653.1,GO:0016972
QNP13653.1,GO:0016972
QNP13653.1,GO:0016972
QNP13653.1,GO:0016972
QNP13653.1,GO:0016972
QNP13720.1,GO:0019031
QNP13626.1,GO:0042981
QNP13626.1,GO:0019050
QNP13626.1,GO:0019050
QNP13643.1,GO:0003677
QNP13643.1,GO:0019082
QNP13643.1,GO:0003677
QNP13643.1,GO:0019082
QNP13622.1,GO:0030414
QNP13652.1,GO:0000166
QNP13652.1,GO:0003676
QNP13652.1,GO:0003887
QNP13652.1,GO:0000166
QNP13652.1,GO:0003676
QNP13652.1,GO:0003887
QNP13652.1,GO:0000166
QNP13652.1,GO:0003676
QNP13652.1,GO:0003887
QNP13652.1,GO:0003676
QNP13652.1,GO:0000166
QNP13652.1,GO:0003676
QNP13652.1,GO:0003887
QNP13652.1,GO:0000166
QNP13652.1,GO:0003677
QNP13652.1,GO:0000166
QNP13652.1,GO:0003676
QNP13652.1,GO:0003887
QNP13652.1,GO:0003887
QNP13685.1,GO:0003677
QNP13685.1,GO:0003899
QNP13685.1,GO:0006351
QNP13685.1,GO:0003677
QNP13685.1,GO:0003899
QNP13685.1,GO:0006351
QNP13685.1,GO:0003677
QNP13685.1,GO:0003899
QNP13685.1,GO:0006351
QNP13685.1,GO:0003677
QNP13685.1,GO:0003899
QNP13685.1,GO:0006351
QNP13685.1,GO:0003677
QNP13685.1,GO:0003899
QNP13685.1,GO:0006351
QNP13685.1,GO:0003677
QNP13685.1,GO:0003899
QNP13685.1,GO:0006351
QNP13607.1,GO:0005515
QNP13607.1,GO:0005515
QNP13607.1,GO:0005515
QNP13607.1,GO:0005515
QNP13607.1,GO:0005515
QNP13607.1,GO:0005515
QNP13607.1,GO:0005515
QNP13607.1,GO:0005515
QNP13607.1,GO:0005515
QNP13610.1,GO:0016032
QNP13610.1,GO:0016032
QNP13662.1,GO:0016032
QNP13659.1,GO:0003697
QNP13659.1,GO:0003697
QNP13706.1,GO:0008270
QNP13693.1,GO:0004484
QNP13693.1,GO:0004651
QNP13693.1,GO:0004482
QNP13724.1,GO:0016021
